customer_id,customer_name,email,registration_date,customer_type
420,Jennifer Moyer,matthew89@example.com,2021-08-07,REGULAR
421,Christopher Clarke,mary80@example.com,2025-03-02,PREMIUM
422,Jack Sanders,robinsonwilliam@example.net,2023-03-18,REGULAR
423,Daniel Cardenas,hhall@example.net,2025-12-17,VIP
424,Todd Gibson,mitchellryan@example.net,2023-12-11,REGULAR
425,Stephen Jimenez,joseph98@example.net,2024-01-03,VIP
426,Elizabeth Wolfe,tsullivan@example.org,2023-02-28,PREMIUM
427,Melissa Johnson,gonzalezamber@example.net,2022-05-15,REGULAR
428,Kaitlin Long,oschmidt@example.org,2024-03-09,REGULAR
429,Robert Lee,popeandrew@example.com,2022-10-08,REGULAR
430,Veronica Cooper,juan99@example.net,2025-12-23,REGULAR
431,Matthew Williams,crystal30@example.net,2024-09-17,REGULAR
432,Raymond Colon,duncankylie@example.org,2022-02-13,REGULAR
433,Betty Oconnell,baldwinjohn@example.org,2023-02-11,REGULAR
434,Bonnie Cohen,lisadudley@example.net,2025-10-21,PREMIUM
435,Debbie Martinez,heatherchristian@example.org,2024-10-10,REGULAR
436,Scott Lewis,chenregina@example.org,2023-03-20,REGULAR
437,Marc Brown,kristina55@example.net,2023-03-03,REGULAR
438,John Henderson,tara78@example.com,2025-07-12,REGULAR
439,Christine Nichols,andrew63@example.org,2023-07-30,VIP
440,Eddie Nunez,mitchellbanks@example.net,2021-12-15,VIP
441,Dorothy Rodriguez,robertskatie@example.com,2025-02-19,REGULAR
442,Rachel Hill,samuel77@example.com,2022-02-17,REGULAR
443,Brenda Kidd,brianparks@example.net,2024-02-29,REGULAR
444,Megan Rivera,gloria89@example.com,2023-04-04,PREMIUM
445,Craig Vasquez,afox@example.net,2021-08-28,REGULAR
446,Kevin Kaiser,sheliasullivan@example.net,2023-08-25,REGULAR
447,Gary Mcdonald,xlewis@example.org,2026-03-28,REGULAR
448,Kirsten Miller,thomasmaldonado@example.net,2023-02-23,REGULAR
449,Joseph Rodriguez,cathy84@example.com,2021-10-08,PREMIUM
450,Daniel Castro,duransamuel@example.net,2024-04-17,PREMIUM
451,Dr. Evan Ponce,michael25@example.com,2023-09-26,PREMIUM
452,Clayton Clark,bdavis@example.org,2025-05-28,REGULAR
453,Douglas Hamilton,durantravis@example.com,2023-11-21,VIP
454,Ricky Valencia,vasquezjustin@example.org,2023-03-20,REGULAR
455,Lauren Hall,adam51@example.org,2023-05-19,REGULAR
456,Samuel Smith,travis87@example.org,2024-05-31,PREMIUM
457,Robert Wolfe,sgonzalez@gmail,2022-09-13,VIP
458,Lori Taylor,jcollins@example.com,2023-01-08,REGULAR
459,Michael Carroll,leedeborah@example.org,2023-05-14,REGULAR
460,Rachel Thomas,davisdonna@example.com,2025-06-20,REGULAR
461,Robert Zimmerman,shanebrown@example.net,2021-10-21,REGULAR
462,Kevin Beltran,michaelrodriguez@example.org,2025-02-27,PREMIUM
463,Aaron Harrison,robinsonshannon@example.net,2023-04-19,REGULAR
464,Rodney Sosa,qanderson@example.com,2025-12-04,REGULAR
465,Beth Price,brandihunter@,2023-06-15,REGULAR
466,Patty Woodard,pstevens@example.com,2024-04-06,REGULAR
467,Danielle Carter,ekeller@example.org,2024-06-29,REGULAR
468,David Dickerson,tfranklin@example.net,2022-02-17,REGULAR
469,Maria Irwin,kristi23@example.net,2021-09-02,PREMIUM
470,Chad Bruce,underwoodpatricia@example.org,2021-09-12,REGULAR
471,Christopher Carter,smithjennifer@example.net,2024-01-16,REGULAR
472,Steven Pierce,john28@example.com,2024-08-20,REGULAR
473,Timothy Bullock,stacy32@example.com,2021-11-28,PREMIUM
474,Daniel Long,brewerthomas@example.org,2026-03-30,REGULAR
475,Marvin Thomas,laurenscott@example.net,2023-05-14,REGULAR
476,Timothy Nelson,mckenziejonathan@example.net,2026-01-30,REGULAR
477,Jacob Lindsey,ihouston@example.net,2022-10-12,REGULAR
478,Justin Newman,barbara03@example.com,2024-04-11,REGULAR
479,Kimberly Serrano,rachel45@example.net,2024-12-03,REGULAR
480,Jason Foster,qodonnell@example.org,2023-03-09,PREMIUM
481,Rachel Miller,dana71@example.com,2021-10-13,REGULAR
482,Raymond Bennett,jamie52@example.org,2024-12-13,VIP
483,Diane Kelly,jamesweber@example.net,2026-06-13,REGULAR
484,Timothy Pugh,smithwesley@example.com,2022-12-10,VIP
485,Thomas Williams,jschaefer@example.org,2023-02-10,REGULAR
486,Kyle Clark Jr.,ryan97@example.com,2025-06-07,REGULAR
487,Mark Mendez,ebenson@example.com,2022-04-15,PREMIUM
488,Scott Frazier,andreathompson@example.com,2023-07-17,REGULAR
489,Krystal Jones,stephensmichael@example.org,2023-08-02,REGULAR
490,Shannon Sanchez,coxdanielle@example.net,2021-07-14,REGULAR
491,Luke Bishop,millercarol@example.org,2022-03-06,PREMIUM
492,Patricia Craig,karenhuff@example.org,2024-05-03,REGULAR
493,Diana Fitzgerald,alimichael@example.net,2022-11-20,REGULAR
494,Brian Marquez,egiles@example.com,2021-07-28,REGULAR
495,William Gordon,aaronsmith@example.org,2025-09-22,VIP
496,Rodney Hinton,tony38@example.com,2021-09-11,REGULAR
497,George Nash,angelicaharrison@example.com,2024-02-08,REGULAR
498,Sara Salinas,adrianbrown@example.org,2023-09-23,REGULAR
499,Melissa Robertson,tamara69@example.net,2021-09-30,PREMIUM
500,Nicole Jackson,dgardner@example.com,2024-02-07,VIP
