order_id,customer_name,gender,age,city,state,order_date,product,category,quantity,unit_price,payment_mode,delivery_status,rating,returned
235,Antonio Pearson,M,41,Mumbai,Rajasthan,31/12/2023,Mouse,Accessories,1,599,Cash,,5,False
236,Andrew Harrison,Male,30,Ahmedabad,Gujarat,02-22-2023,Mouse,Accessories,-2,-500,UPI,Delivered,3,False
237,Patricia Hull,F,150,Mumbai,Gujarat,2023-10-11,Phone,Electronics,1,29999,,,3,
238,,F,150,Delhi,Gujarat,06/04/2024,Keyboard,Accessories,2,1499,Cash,Cancelled,5,False
239,Michael Martin,Female,-5,Mumbai,Gujarat,03-16-2023,Phone,Electronics,3,-500,UPI,Cancelled,5,True
240,William Johnson,F,150,Delhi,Gujarat,2024-01-05,Headphones,Accessories,1,1499,Cash,Delivered,8,False
241,Shelby Davis,Unknown,-5,Mumbai,Gujarat,06/03/2024,Printer,Electronics,-2,1499,Cash,Cancelled,-1,
242,Jeremy Peters,Unknown,30,Ahmedabad,Maharashtra,04-13-2023,Headphones,Accessories,3,-500,Crypto,Pending,5,False
243,Daniel Ford,Unknown,22,Bengaluru,,2023-05-24,Printer,Electronics,2,1499,,Delivered,8,
244,Melissa Hamilton,Unknown,22,Ahmedabad,Gujarat,18/04/2023,Headphones,Accessories,2,29999,Card,Cancelled,4,
245,Bradley Edwards,Male,-5,Bengaluru,Gujarat,08-05-2023,Printer,Electronics,-2,-500,Crypto,,-1,True
246,Michael West,F,150,Jaipur,Rajasthan,2024-02-09,Tablet,,2,29999,Card,Delivered,-1,
247,Valerie Arias,Unknown,,Ahmedabad,Rajasthan,13/12/2023,Printer,Electronics,1,599,Cash,Pending,,
248,Cheryl Roberts,M,41,,Gujarat,01-18-2024,Keyboard,Accessories,0,1499,Cash,Delivered,8,True
249,Amanda Rojas,Male,22,Delhi,Maharashtra,2023-06-01,Printer,Electronics,3,29999,,Pending,-1,False
250,Jade Stewart,Male,-5,Ahmedabad,Maharashtra,28/06/2023,Headphones,Accessories,1,29999,UPI,Delivered,3,False
251,Kristen Mcpherson,Female,30,Bengaluru,Delhi,11-28-2023,Phone,Electronics,-2,1499,Cash,,8,True
252,Leslie Carpenter,Female,30,Ahmedabad,Gujarat,2024-02-13,Printer,Electronics,1,1499,,,8,True
253,Kyle Guzman,Female,41,Jaipur,Karnataka,27/12/2023,Keyboard,Accessories,1,1499,Cash,Cancelled,4,False
254,Desiree Holmes,M,150,Mumbai,Karnataka,02-28-2023,Monitor,Electronics,0,-500,Crypto,Delivered,5,False
255,,F,30,Mumbai,Karnataka,2024-03-08,Headphones,Accessories,-2,599,,Pending,5,True
256,Rita Mcclure,Male,30,Mumbai,Delhi,03/05/2023,Monitor,Electronics,-2,-500,,Pending,-1,False
257,Christina Marks,M,150,Delhi,Karnataka,08-05-2023,Mouse,Accessories,2,-500,Cash,Pending,4,False
258,Mckenzie Pierce,F,22,Mumbai,Rajasthan,2024-03-07,Headphones,Accessories,0,1499,Card,,-1,
259,Chase Hill,M,-5,Ahmedabad,Gujarat,01/12/2023,,Accessories,0,1499,UPI,Delivered,4,False
260,Daniel Lynch,Female,,Bengaluru,Maharashtra,01-17-2023,Monitor,Electronics,2,-500,Crypto,,-1,
261,,Unknown,150,Mumbai,Karnataka,2023-02-27,Phone,Electronics,1,-500,Crypto,Pending,8,True
262,Debra Hudson,Unknown,22,Ahmedabad,Maharashtra,12/01/2024,Keyboard,Accessories,3,599,,Delivered,4,True
263,Robert Austin,F,-5,Delhi,Karnataka,02-20-2024,Tablet,Electronics,2,1499,Card,Delivered,-1,False
264,Barry Branch,F,150,Delhi,Maharashtra,2023-09-30,Monitor,Electronics,3,29999,Crypto,Cancelled,-1,
265,Donald Palmer,Female,-5,Jaipur,Maharashtra,22/02/2024,Phone,Electronics,2,1499,Card,Pending,5,True
266,Virginia Morgan,M,30,Bengaluru,Maharashtra,01-25-2024,Printer,Electronics,0,-500,,Delivered,,
267,Eric Lambert,M,150,Mumbai,Maharashtra,2024-02-11,Phone,Electronics,0,-500,Cash,Delivered,3,
268,Ricky Sullivan,Unknown,22,Bengaluru,Gujarat,12/05/2024,Headphones,Accessories,2,-500,Card,,5,False
269,Jennifer Mitchell,Unknown,150,Bengaluru,Delhi,02-29-2024,Monitor,Electronics,-2,-500,Cash,Delivered,3,True
270,Joanna Alvarado,Male,22,Delhi,,2023-11-17,Headphones,Accessories,0,-500,UPI,,4,
271,Stephanie Johnson,Unknown,30,Mumbai,Rajasthan,10/04/2024,Mouse,Accessories,3,29999,UPI,Cancelled,4,True
272,,Female,-5,Jaipur,Rajasthan,07-22-2023,Monitor,Electronics,1,1499,,Delivered,4,
273,Andre Li,Male,,Jaipur,Maharashtra,2023-04-26,Headphones,Accessories,1,-500,,Pending,8,True
274,Edward Skinner,Male,22,Jaipur,Maharashtra,28/04/2023,Printer,Electronics,3,29999,Card,,4,
275,Jonathan Wilson,Male,150,Bengaluru,Rajasthan,12-13-2023,Mouse,Accessories,-2,1499,,Cancelled,4,
276,Kimberly Wallace,M,150,Ahmedabad,Delhi,2024-01-19,Mouse,Accessories,1,599,Card,Delivered,-1,
277,Joshua Lopez,M,41,Delhi,Delhi,16/07/2023,Tablet,Electronics,3,599,Card,Cancelled,3,
278,David Myers,Female,150,Bengaluru,Karnataka,03-24-2024,Monitor,Electronics,2,-500,Cash,Delivered,4,False
279,Michael Garcia,Female,-5,,Karnataka,2023-07-17,Phone,Electronics,1,599,Cash,Cancelled,4,False
280,Todd Mills,Unknown,150,Delhi,Gujarat,16/03/2024,Printer,Electronics,1,599,Crypto,Delivered,3,False
281,Jonathan Smith,Male,-5,Bengaluru,Maharashtra,04-21-2023,Laptop,Electronics,-2,-500,,,3,
282,Jennifer Wells,Unknown,22,Mumbai,Rajasthan,2023-10-02,Mouse,Accessories,-2,1499,Card,Cancelled,8,
283,Brian Reyes,Unknown,-5,Delhi,Rajasthan,21/11/2023,Phone,Electronics,2,599,,Delivered,8,
284,Daniel Walker,Unknown,30,Jaipur,Rajasthan,11-08-2023,Laptop,Electronics,2,599,Card,,5,
285,Jennifer Underwood,Female,41,Delhi,Maharashtra,2023-09-22,Monitor,Electronics,1,599,Cash,,,False
286,Kevin Snyder,Unknown,,Bengaluru,Rajasthan,26/09/2023,Phone,Electronics,0,-500,Crypto,Cancelled,3,False
287,Susan Weiss,Unknown,30,Mumbai,Rajasthan,03-15-2024,Mouse,,-2,599,Card,Delivered,3,True
288,Jason Freeman,M,41,Ahmedabad,Delhi,2023-05-06,Laptop,Electronics,2,599,Crypto,,4,False
289,,Unknown,41,Jaipur,Karnataka,08/05/2023,Printer,Electronics,3,599,Crypto,Delivered,4,True
290,,M,22,Ahmedabad,Maharashtra,02-16-2024,Laptop,Electronics,3,29999,UPI,,3,False
291,Sandra White,F,41,Bengaluru,Delhi,2023-04-13,Monitor,Electronics,0,29999,Crypto,,4,
292,Ashley Rodriguez,Female,22,Ahmedabad,Rajasthan,06/04/2024,Keyboard,Accessories,2,29999,,Delivered,5,True
293,Michael Johnson,Unknown,22,Delhi,Karnataka,01-24-2024,Printer,Electronics,2,-500,,Delivered,4,
294,Nicholas Dunn,Male,30,Bengaluru,Gujarat,2023-05-24,Phone,Electronics,3,-500,,Delivered,-1,True
295,Jeremy Gilbert,M,22,Bengaluru,Karnataka,16/09/2023,Mouse,Accessories,1,-500,,Pending,4,False
296,Kyle Henry,M,41,Mumbai,Gujarat,05-14-2023,,Electronics,3,1499,UPI,Pending,4,
297,Teresa Morrison,Male,30,Ahmedabad,,2023-02-25,Mouse,Accessories,0,29999,,Delivered,-1,False
298,Cynthia Brennan,M,41,Ahmedabad,Maharashtra,08/05/2024,Keyboard,Accessories,1,599,Card,Cancelled,-1,True
299,Kimberly Allen,Female,,Jaipur,Delhi,04-21-2023,Tablet,Electronics,3,-500,Crypto,Delivered,5,False
300,Cynthia Nguyen,Male,-5,Ahmedabad,Karnataka,2024-02-24,Mouse,Accessories,-2,1499,UPI,,3,True
301,Jose Orr,Male,30,Delhi,Delhi,04/03/2023,Laptop,Electronics,0,29999,,Delivered,-1,
302,Luis Mcgrath,Male,22,Delhi,Gujarat,05-13-2023,Phone,Electronics,2,599,Cash,Delivered,3,False
303,Mrs. Morgan Hubbard,F,-5,Ahmedabad,Gujarat,2023-01-26,Mouse,Accessories,1,-500,,,4,False
304,Julie Weiss DVM,Unknown,41,Ahmedabad,Delhi,20/04/2023,Mouse,Accessories,1,1499,,Cancelled,,False
305,Christopher English,Male,22,Mumbai,Gujarat,07-30-2023,Headphones,Accessories,2,-500,Card,Pending,-1,True
306,,M,150,Ahmedabad,Maharashtra,2023-07-15,Tablet,Electronics,-2,29999,,Cancelled,4,True
307,Clayton Grant,Male,41,Jaipur,Gujarat,13/06/2023,Keyboard,Accessories,-2,29999,Crypto,Pending,4,True
308,Julie Benson,Unknown,150,Jaipur,Delhi,05-07-2023,Keyboard,Accessories,-2,-500,Cash,Pending,4,True
309,Tanner Baker,Unknown,150,Jaipur,Maharashtra,2023-10-31,Tablet,Electronics,-2,1499,Crypto,Pending,8,
310,Natalie Massey,M,22,,Rajasthan,08/06/2023,Mouse,Accessories,1,1499,Crypto,Pending,3,
311,Michael Carroll,Unknown,150,Delhi,Delhi,09-02-2023,Laptop,Electronics,3,1499,Cash,Delivered,3,True
312,Tommy Hernandez,Male,,Bengaluru,Maharashtra,2023-10-28,Mouse,Accessories,1,29999,,,-1,True
313,Steven Bailey,Unknown,30,Delhi,Gujarat,22/06/2023,Monitor,Electronics,0,29999,Card,Cancelled,4,
314,Sonya Griffin,M,41,Mumbai,Delhi,10-29-2023,Mouse,Accessories,2,599,,,-1,True
315,Dana Adams,F,30,Bengaluru,Rajasthan,2023-04-04,Tablet,Electronics,0,1499,Cash,Delivered,4,False
316,Claudia Smith,Male,41,Ahmedabad,Rajasthan,13/06/2023,Mouse,Accessories,3,1499,Card,Delivered,5,False
317,Benjamin Griffith,Male,22,Ahmedabad,Gujarat,02-07-2024,Phone,Electronics,0,1499,,,8,False
318,James Torres,Male,-5,Bengaluru,Delhi,2023-10-07,Printer,Electronics,2,-500,UPI,Delivered,5,True
319,,Male,22,Mumbai,Delhi,13/06/2023,Monitor,Electronics,0,1499,,Delivered,-1,True
320,Angela Wheeler,Male,-5,Delhi,Karnataka,06-23-2023,Headphones,Accessories,0,1499,UPI,Delivered,5,True
321,Ashley Carson,M,150,Bengaluru,Maharashtra,2024-05-13,Keyboard,Accessories,3,29999,Card,Delivered,3,False
322,Stefanie Bailey,Female,22,Mumbai,Rajasthan,20/10/2023,Headphones,Accessories,0,599,Cash,,4,True
323,,Female,41,Jaipur,Gujarat,01-14-2023,Keyboard,Accessories,1,29999,,,,False
324,Joan Burgess,Male,150,Ahmedabad,,2024-04-03,Monitor,Electronics,2,29999,,Cancelled,4,False
325,David Jordan,M,,Ahmedabad,Maharashtra,23/01/2023,Monitor,Electronics,2,29999,Crypto,Delivered,4,
326,Vanessa Rodriguez,Male,41,Bengaluru,Gujarat,12-08-2023,Phone,Electronics,-2,1499,Crypto,Delivered,8,
327,Joseph Hoffman,F,30,Ahmedabad,Maharashtra,2023-08-03,Headphones,Accessories,1,-500,,Delivered,-1,
328,William Benjamin,Male,-5,Delhi,Delhi,06/04/2024,Mouse,,2,1499,Card,Delivered,8,True
329,Gina Shah,Female,30,Bengaluru,Maharashtra,12-16-2023,Printer,Electronics,3,599,UPI,,-1,False
330,Jimmy Chang,Unknown,150,Ahmedabad,Rajasthan,2023-10-10,Tablet,Electronics,-2,-500,UPI,,4,True
331,Paul Palmer,Male,150,Jaipur,Maharashtra,18/10/2023,Phone,Electronics,-2,29999,,Cancelled,8,
332,Stacy Gonzalez,Male,30,Mumbai,Gujarat,09-06-2023,Headphones,Accessories,2,-500,UPI,,5,
333,Rebecca Cervantes,M,41,Mumbai,Rajasthan,2023-05-02,,Electronics,3,29999,Cash,Cancelled,8,
334,Elizabeth Johnson,Female,30,Mumbai,Gujarat,17/12/2023,Phone,Electronics,3,29999,,,-1,
335,Kristy Brown,M,30,Ahmedabad,Gujarat,02-15-2023,Keyboard,Accessories,-2,29999,UPI,Pending,3,False
336,Mr. Chad Harrison,Female,150,Bengaluru,Rajasthan,2023-12-30,Printer,Electronics,2,1499,Card,Delivered,4,True
337,Penny Hoffman,Unknown,30,Mumbai,Maharashtra,22/08/2023,Laptop,Electronics,0,-500,,Delivered,3,True
338,Ruth Harris,F,,Ahmedabad,Delhi,07-10-2023,Headphones,Accessories,0,29999,Cash,Pending,5,
339,Susan Scott,Unknown,22,Ahmedabad,Rajasthan,2024-03-01,Phone,Electronics,2,1499,Card,Pending,4,False
340,,F,22,Jaipur,Gujarat,30/11/2023,Printer,Electronics,2,1499,Crypto,Delivered,4,False
341,Richard Valencia,Unknown,-5,,Gujarat,11-08-2023,Monitor,Electronics,3,-500,Cash,Pending,8,False
342,Amy Gomez,F,22,Jaipur,Karnataka,2023-12-13,Printer,Electronics,3,29999,Cash,Delivered,,False
343,Monica Sanchez,Unknown,41,Mumbai,Maharashtra,02/02/2023,Tablet,Electronics,3,1499,Card,Pending,3,
344,Samantha Williams,Female,22,Ahmedabad,Maharashtra,07-26-2023,Tablet,Electronics,3,-500,,,3,
345,Veronica Lopez,Unknown,30,Bengaluru,Gujarat,2023-12-29,Keyboard,Accessories,3,29999,Card,Pending,5,True
346,Stephanie Smith DDS,Unknown,150,Delhi,Maharashtra,30/08/2023,Mouse,Accessories,1,1499,Cash,Pending,5,False
347,Levi Floyd,Unknown,41,Bengaluru,Maharashtra,02-08-2024,Tablet,Electronics,0,599,,Delivered,-1,
348,,M,30,Bengaluru,Rajasthan,2024-04-28,Phone,Electronics,0,29999,,Delivered,4,True
349,Juan Wright,M,150,Ahmedabad,Delhi,13/04/2023,Tablet,Electronics,3,1499,UPI,,5,
350,Angela Thomas,Male,22,Ahmedabad,Maharashtra,04-01-2023,Tablet,Electronics,2,1499,Crypto,Pending,8,True
351,Lee Contreras,M,,Ahmedabad,,2023-03-08,Printer,Electronics,0,-500,,Delivered,3,
352,Samantha Roberts,Male,41,Bengaluru,Delhi,13/04/2023,Tablet,Electronics,1,599,,Pending,4,
353,Abigail Steele,Unknown,30,Jaipur,Gujarat,03-25-2024,Tablet,Electronics,-2,29999,Card,Delivered,3,False
354,James Moore,M,150,Bengaluru,Karnataka,2024-04-30,Monitor,Electronics,3,-500,,Pending,5,False
355,Douglas Ross,Female,-5,Jaipur,Delhi,03/07/2023,Keyboard,Accessories,2,1499,Card,Delivered,-1,
356,Craig Burton,Unknown,22,Ahmedabad,Maharashtra,03-28-2023,Phone,Electronics,-2,599,Crypto,Delivered,3,
357,,Male,22,Ahmedabad,Gujarat,2024-03-04,Laptop,Electronics,0,599,Crypto,Cancelled,8,
358,Taylor Stevens,Male,41,Ahmedabad,Rajasthan,20/03/2023,Keyboard,Accessories,-2,29999,Crypto,Pending,8,True
359,Wendy Johnson,Unknown,22,Jaipur,Gujarat,09-19-2023,Phone,Electronics,2,1499,Cash,Pending,5,
360,Sarah Mullins,Female,22,Bengaluru,Gujarat,2023-07-29,Monitor,Electronics,2,-500,Cash,Pending,3,True
361,Sara Wilson,Male,150,Ahmedabad,Delhi,10/12/2023,Phone,Electronics,1,599,,Delivered,,False
362,Joshua Jones,M,41,Mumbai,Gujarat,11-26-2023,Keyboard,Accessories,1,599,Card,Delivered,5,False
363,Alexandria Costa,M,22,Jaipur,Rajasthan,2024-02-15,Tablet,Electronics,1,1499,,Pending,5,False
364,Beth Sanders,F,,Mumbai,Rajasthan,02/04/2024,Headphones,Accessories,3,29999,Card,Delivered,8,False
365,Andrew Hodge,Unknown,-5,Ahmedabad,Gujarat,05-07-2024,Headphones,Accessories,2,599,Card,Delivered,4,True
366,Zachary Adkins,F,-5,Delhi,Karnataka,2023-08-02,Headphones,Accessories,0,29999,Crypto,Delivered,4,False
367,Joseph Rodriguez,Male,-5,Ahmedabad,Rajasthan,16/04/2024,Headphones,Accessories,1,29999,,Cancelled,3,
368,Deanna Park,Unknown,150,Bengaluru,Karnataka,03-20-2024,Keyboard,Accessories,1,-500,,Pending,8,False
369,Carrie Martinez MD,Female,150,Bengaluru,Rajasthan,2023-12-06,Printer,,1,1499,Crypto,,8,True
370,Ashley Fowler,Unknown,30,Mumbai,Maharashtra,08/02/2023,,Accessories,1,1499,Crypto,,8,True
371,Dr. Jessica Huang,M,150,Ahmedabad,Rajasthan,02-10-2023,Headphones,Accessories,0,-500,Cash,Delivered,8,
372,Mr. Jeremy Williams PhD,Male,-5,,Gujarat,2023-12-01,Laptop,Electronics,1,599,UPI,Cancelled,-1,
373,Marvin Pope,Unknown,41,Jaipur,Delhi,16/04/2023,Headphones,Accessories,0,29999,Crypto,,5,
374,,Male,30,Jaipur,Maharashtra,08-20-2023,Phone,Electronics,3,29999,Crypto,Cancelled,3,True
375,Elijah Rodriguez,M,30,Ahmedabad,Rajasthan,2024-04-04,Mouse,Accessories,3,1499,Card,Delivered,8,True
376,Jennifer Garcia,Unknown,22,Ahmedabad,Rajasthan,23/08/2023,Keyboard,Accessories,-2,599,,,-1,
377,,Male,,Bengaluru,Rajasthan,03-10-2023,Headphones,Accessories,-2,-500,Crypto,,-1,True
378,Heather Banks,Female,22,Ahmedabad,,2023-12-21,Mouse,Accessories,-2,29999,Crypto,,8,
379,Wendy Harris,Unknown,-5,Mumbai,Maharashtra,13/04/2024,Keyboard,Accessories,0,1499,Card,,-1,
380,Mr. Allen Wright,F,41,Bengaluru,Delhi,03-29-2024,Monitor,Electronics,2,1499,Crypto,Cancelled,,
381,Timothy Hill,Female,150,Bengaluru,Maharashtra,2023-06-26,Mouse,Accessories,1,29999,Crypto,,-1,
382,Lacey Wright,F,41,Ahmedabad,Rajasthan,27/04/2024,Printer,Electronics,-2,599,UPI,,4,True
383,Nicholas Herrera,Female,41,Delhi,Maharashtra,12-10-2023,Laptop,Electronics,3,1499,UPI,Cancelled,4,
384,Kelly Cummings,M,22,Bengaluru,Karnataka,2023-01-17,Tablet,Electronics,2,-500,Card,Cancelled,3,False
385,Mark Lane,Unknown,150,Jaipur,Rajasthan,18/07/2023,Printer,Electronics,3,1499,Crypto,,4,
386,Beth Brown,F,150,Bengaluru,Delhi,12-27-2023,Tablet,Electronics,2,29999,,Pending,3,True
387,Brianna Parks,F,22,Ahmedabad,Rajasthan,2024-05-07,Mouse,Accessories,0,29999,Crypto,Cancelled,4,True
388,Ann Crawford,Male,41,Ahmedabad,Delhi,27/10/2023,Monitor,Electronics,1,1499,Cash,Delivered,-1,
389,Shirley Sparks,F,150,Mumbai,Rajasthan,06-04-2023,Headphones,Accessories,3,1499,Card,Delivered,-1,True
390,Julian Peterson,Male,,Mumbai,Delhi,2023-08-01,Printer,Electronics,2,29999,Cash,Cancelled,5,True
391,,F,22,Jaipur,Maharashtra,01/05/2024,Headphones,Accessories,0,1499,,Pending,3,
392,Megan Reynolds,M,22,Ahmedabad,Maharashtra,03-29-2024,Tablet,Electronics,-2,29999,UPI,Cancelled,-1,
393,Allison Avila,Male,41,Delhi,Maharashtra,2023-08-17,Headphones,Accessories,-2,599,UPI,Pending,-1,
394,Philip Sampson,Female,30,Ahmedabad,Rajasthan,04/01/2023,Phone,Electronics,2,-500,,Delivered,4,True
395,Cody Charles,Male,22,Jaipur,Rajasthan,08-24-2023,Tablet,Electronics,2,29999,Crypto,Delivered,-1,True
396,Erika Carroll,M,-5,Ahmedabad,Gujarat,2024-04-11,Monitor,Electronics,0,29999,UPI,,3,
397,Anthony Schmidt,F,22,Jaipur,Maharashtra,04/01/2023,Phone,Electronics,-2,599,Cash,Cancelled,-1,True
398,Crystal Diaz,M,-5,Jaipur,Gujarat,05-25-2023,Headphones,Accessories,2,1499,Card,,-1,False
399,Kara Riggs,Unknown,41,Jaipur,Karnataka,2024-05-06,Mouse,Accessories,-2,1499,UPI,Delivered,,True
400,Mary Spencer,F,150,Jaipur,Maharashtra,21/10/2023,Printer,Electronics,2,29999,Card,,-1,True
401,Sean Simon,Female,150,Mumbai,Delhi,03-24-2023,Mouse,Accessories,1,1499,,Delivered,-1,False
402,Ethan Romero,Unknown,22,Mumbai,Rajasthan,2023-11-27,Phone,Electronics,2,-500,Cash,Cancelled,4,
403,Jesus Jackson,Male,,,Maharashtra,02/12/2023,Keyboard,Accessories,-2,599,Card,Cancelled,8,False
404,Eric Oneill,F,30,Bengaluru,Karnataka,06-18-2023,Monitor,Electronics,3,29999,,Pending,3,False
405,Melissa Lopez,M,41,Mumbai,,2023-05-07,Keyboard,Accessories,2,29999,,,8,False
406,,M,150,Jaipur,Delhi,01/02/2024,Monitor,Electronics,-2,599,Cash,Pending,-1,True
407,Victoria Williams,Male,22,Bengaluru,Rajasthan,05-15-2023,,Electronics,-2,-500,Crypto,Pending,3,
408,,Female,41,Ahmedabad,Delhi,2023-05-14,Headphones,Accessories,-2,29999,Card,,-1,
409,Jennifer Spencer,Unknown,150,Jaipur,Delhi,16/02/2023,Printer,Electronics,-2,1499,Crypto,Pending,8,True
410,Michelle Olson DDS,M,41,Jaipur,Delhi,04-02-2023,Mouse,,0,1499,UPI,Cancelled,5,True
411,Christine Smith,F,41,Ahmedabad,Gujarat,2023-01-22,Keyboard,Accessories,0,599,UPI,Cancelled,3,
412,Tammy Cantrell,Unknown,150,Bengaluru,Karnataka,10/05/2024,Monitor,Electronics,2,-500,,,5,
413,William Garcia,F,41,Ahmedabad,Delhi,12-01-2023,Phone,Electronics,-2,-500,Cash,Cancelled,8,False
414,John Bryant,F,30,Ahmedabad,Delhi,2024-03-30,Laptop,Electronics,2,599,Crypto,Cancelled,4,True
415,Colin Mathews,Unknown,150,Jaipur,Delhi,06/04/2023,Mouse,Accessories,0,29999,,Delivered,8,
416,Dr. Edwin Wyatt,Female,,Bengaluru,Delhi,09-03-2023,Headphones,Accessories,0,599,Card,Delivered,4,
417,Larry Long,Female,150,Jaipur,Karnataka,2023-10-31,Mouse,Accessories,2,599,Card,Cancelled,4,
418,Benjamin Lee,F,150,Jaipur,Maharashtra,05/05/2024,Printer,Electronics,1,1499,,,,False
419,April Crane,M,150,Delhi,Karnataka,03-29-2023,Keyboard,Accessories,2,29999,Card,Cancelled,8,
420,Heather Rhodes,Female,-5,Ahmedabad,Delhi,2023-10-30,Phone,Electronics,1,599,Card,,4,
421,Ryan Henderson,M,150,Bengaluru,Rajasthan,19/02/2023,Mouse,Accessories,-2,599,UPI,,4,
422,Robert Hernandez,M,150,Ahmedabad,Maharashtra,10-04-2023,Laptop,Electronics,1,-500,Card,,8,False
423,Anthony Bass,M,30,Mumbai,Gujarat,2023-10-29,Phone,Electronics,2,599,Cash,,5,True
424,Charles Gallegos,F,150,Jaipur,Karnataka,03/01/2023,Laptop,Electronics,1,-500,,Pending,5,False
425,,Female,-5,Bengaluru,Maharashtra,07-05-2023,Phone,Electronics,3,-500,Crypto,Cancelled,-1,False
426,John Copeland,Female,-5,Bengaluru,Karnataka,2023-12-15,Printer,Electronics,0,1499,Cash,,5,False
427,Jennifer Phillips,M,30,Jaipur,Delhi,23/10/2023,Tablet,Electronics,0,1499,UPI,Pending,-1,False
428,Steven Davis,F,150,Jaipur,Delhi,02-07-2024,Tablet,Electronics,0,599,UPI,Pending,8,
429,Ryan Peterson,Male,,Mumbai,Delhi,2023-08-11,Phone,Electronics,3,599,Crypto,Delivered,8,False
430,Luke Webster,F,22,Delhi,Gujarat,11/11/2023,Monitor,Electronics,0,599,Card,Cancelled,4,True
431,Paul Sullivan,F,30,Jaipur,Maharashtra,02-06-2024,Keyboard,Accessories,2,599,Card,Delivered,5,False
432,Glenn Walls,M,150,Delhi,,2023-06-30,Printer,Electronics,-2,599,,Delivered,3,
433,Patricia Holmes,Unknown,41,Delhi,Karnataka,26/05/2023,Tablet,Electronics,2,-500,,Delivered,5,True
434,Lauren Kent,F,22,,Karnataka,07-28-2023,Phone,Electronics,3,29999,UPI,Cancelled,-1,
435,,M,150,Ahmedabad,Delhi,2023-05-09,Headphones,Accessories,3,-500,,,-1,True
436,Timothy Wright,Unknown,22,Ahmedabad,Delhi,04/09/2023,Phone,Electronics,2,29999,,Cancelled,-1,
437,Miss Patricia Martin DVM,Female,41,Jaipur,Gujarat,01-05-2023,Monitor,Electronics,3,599,Crypto,Pending,,False
438,Brandon Salas,Female,150,Mumbai,Delhi,2023-06-10,Tablet,Electronics,2,-500,,Pending,4,
439,Robert Pena,Female,30,Delhi,Delhi,04/05/2023,Monitor,Electronics,-2,29999,Card,Delivered,3,True
440,Nicole Lewis,F,22,Bengaluru,Rajasthan,12-13-2023,Headphones,Accessories,0,29999,Crypto,Cancelled,8,
441,Destiny Patton,M,30,Bengaluru,Maharashtra,2024-03-20,Monitor,Electronics,0,1499,Crypto,Pending,3,
442,,M,,Bengaluru,Rajasthan,14/02/2024,Printer,Electronics,-2,29999,,Pending,8,True
443,Jennifer Kelley,Unknown,22,Jaipur,Delhi,12-24-2023,Headphones,Accessories,0,599,Cash,Cancelled,-1,False
444,Kenneth Good,Female,41,Ahmedabad,Karnataka,2023-04-06,,Electronics,3,29999,Card,,8,True
445,Joshua Flowers,Unknown,-5,Mumbai,Gujarat,03/08/2023,Tablet,Electronics,2,1499,Crypto,Pending,3,
446,Claire Farrell,F,-5,Ahmedabad,Delhi,05-19-2023,Keyboard,Accessories,2,1499,,Delivered,4,False
447,Dean Parker,F,150,Mumbai,Gujarat,2023-09-13,Mouse,Accessories,3,29999,Crypto,Delivered,8,True
448,Amanda Grimes,Male,30,Mumbai,Gujarat,20/12/2023,Mouse,Accessories,1,-500,,Cancelled,5,False
449,Edward Franklin,Unknown,22,Ahmedabad,Rajasthan,07-04-2023,Monitor,Electronics,3,1499,Crypto,Pending,5,False
450,Tammy Smith,M,22,Ahmedabad,Karnataka,2023-06-16,Headphones,Accessories,3,-500,,Pending,4,
451,Brittany Barton,M,150,Bengaluru,Gujarat,18/02/2024,Tablet,,1,599,Card,Cancelled,4,False
452,Katherine Barnes,Unknown,150,Ahmedabad,Maharashtra,06-12-2023,Monitor,Electronics,0,29999,,,8,True
453,Jason Roberts,Female,30,Mumbai,Rajasthan,2023-04-05,Laptop,Electronics,2,1499,,Delivered,3,True
454,Justin Decker,F,22,Jaipur,Gujarat,24/04/2024,Headphones,Accessories,-2,599,UPI,Cancelled,-1,True
455,Sarah Moore DVM,Unknown,,Delhi,Delhi,02-13-2023,Printer,Electronics,3,-500,,Pending,4,
456,Jack Brown,Male,22,Mumbai,Maharashtra,2024-03-05,Mouse,Accessories,0,-500,Crypto,Cancelled,,
457,Alexander Roman,F,30,Bengaluru,Karnataka,16/08/2023,Mouse,Accessories,0,-500,Crypto,Cancelled,5,False
458,Sherri Foster,Male,-5,Mumbai,Maharashtra,10-04-2023,Keyboard,Accessories,0,29999,Card,Cancelled,3,True
459,,Unknown,41,Ahmedabad,,2023-09-25,Mouse,Accessories,-2,599,,,8,False
460,Jennifer Houston,Unknown,150,Delhi,Rajasthan,05/01/2023,Printer,Electronics,-2,29999,Card,,-1,False
461,Joseph Baker,Female,-5,Ahmedabad,Delhi,07-22-2023,Keyboard,Accessories,3,599,,Pending,-1,
462,Timothy Quinn,Unknown,150,Mumbai,Gujarat,2024-02-18,Monitor,Electronics,2,599,Card,Pending,5,True
463,Brandon Monroe,F,-5,Mumbai,Karnataka,23/11/2023,Headphones,Accessories,0,1499,Cash,Delivered,4,True
464,,Female,22,Mumbai,Maharashtra,05-11-2024,Laptop,Electronics,2,-500,,Delivered,4,True
465,Christine Cook,M,30,,Maharashtra,2023-03-19,Laptop,Electronics,0,29999,,Cancelled,8,
466,Jennifer Moran,Unknown,22,Delhi,Rajasthan,10/02/2024,Laptop,Electronics,3,-500,UPI,,4,True
