order_id,customer_fullname,gender,age,city,state,order_date,product,category,quantity,unit_price,payment_mode,delivery_status,rating,Total_amount,is_delivered
237,Patricia Hull,F,150,Mumbai,Gujarat,2023-10-11,Phone,Electronics,1,29999,unknown,unknown,3,29999,0
239,Michael Martin,Female,-5,Mumbai,Gujarat,03-16-2023,Phone,Electronics,3,500,UPI,Cancelled,5,1500,0
240,William Johnson,F,150,Delhi,Gujarat,2024-01-05,Headphones,Accessories,1,1499,Cash,Delivered,8,1499,1
241,Shelby Davis,Unknown,-5,Mumbai,Gujarat,06/03/2024,Printer,Electronics,0,1499,Cash,Cancelled,0,0,0
242,Jeremy Peters,Unknown,30,Ahmedabad,Maharashtra,04-13-2023,Headphones,Accessories,3,500,Crypto,Pending,5,1500,0
243,Daniel Ford,Unknown,22,Bengaluru,unknown,2023-05-24,Printer,Electronics,2,1499,unknown,Delivered,8,2998,1
244,Melissa Hamilton,Unknown,22,Ahmedabad,Gujarat,18/04/2023,Headphones,Accessories,2,29999,Card,Cancelled,4,59998,0
245,Bradley Edwards,Male,-5,Bengaluru,Gujarat,08-05-2023,Printer,Electronics,0,500,Crypto,unknown,0,0,0
246,Michael West,F,150,Jaipur,Rajasthan,2024-02-09,Tablet,unknown,2,29999,Card,Delivered,0,59998,1
247,Valerie Arias,Unknown,49,Ahmedabad,Rajasthan,13/12/2023,Printer,Electronics,1,599,Cash,Pending,3,599,0
248,Cheryl Roberts,M,41,unknown,Gujarat,01-18-2024,Keyboard,Accessories,0,1499,Cash,Delivered,8,0,1
249,Amanda Rojas,Male,22,Delhi,Maharashtra,2023-06-01,Printer,Electronics,3,29999,unknown,Pending,0,89997,0
250,Jade Stewart,Male,-5,Ahmedabad,Maharashtra,28/06/2023,Headphones,Accessories,1,29999,UPI,Delivered,3,29999,1
251,Kristen Mcpherson,Female,30,Bengaluru,Delhi,11-28-2023,Phone,Electronics,0,1499,Cash,unknown,8,0,0
252,Leslie Carpenter,Female,30,Ahmedabad,Gujarat,2024-02-13,Printer,Electronics,1,1499,unknown,unknown,8,1499,0
253,Kyle Guzman,Female,41,Jaipur,Karnataka,27/12/2023,Keyboard,Accessories,1,1499,Cash,Cancelled,4,1499,0
254,Desiree Holmes,M,150,Mumbai,Karnataka,02-28-2023,Monitor,Electronics,0,500,Crypto,Delivered,5,0,1
256,Rita Mcclure,Male,30,Mumbai,Delhi,03/05/2023,Monitor,Electronics,0,500,unknown,Pending,0,0,0
257,Christina Marks,M,150,Delhi,Karnataka,08-05-2023,Mouse,Accessories,2,500,Cash,Pending,4,1000,0
258,Mckenzie Pierce,F,22,Mumbai,Rajasthan,2024-03-07,Headphones,Accessories,0,1499,Card,unknown,0,0,0
259,Chase Hill,M,-5,Ahmedabad,Gujarat,01/12/2023,unknown,Accessories,0,1499,UPI,Delivered,4,0,1
260,Daniel Lynch,Female,49,Bengaluru,Maharashtra,01-17-2023,Monitor,Electronics,2,500,Crypto,unknown,0,1000,0
262,Debra Hudson,Unknown,22,Ahmedabad,Maharashtra,12/01/2024,Keyboard,Accessories,3,599,unknown,Delivered,4,1797,1
263,Robert Austin,F,-5,Delhi,Karnataka,02-20-2024,Tablet,Electronics,2,1499,Card,Delivered,0,2998,1
264,Barry Branch,F,150,Delhi,Maharashtra,2023-09-30,Monitor,Electronics,3,29999,Crypto,Cancelled,0,89997,0
265,Donald Palmer,Female,-5,Jaipur,Maharashtra,22/02/2024,Phone,Electronics,2,1499,Card,Pending,5,2998,0
266,Virginia Morgan,M,30,Bengaluru,Maharashtra,01-25-2024,Printer,Electronics,0,500,unknown,Delivered,3,0,1
267,Eric Lambert,M,150,Mumbai,Maharashtra,2024-02-11,Phone,Electronics,0,500,Cash,Delivered,3,0,1
268,Ricky Sullivan,Unknown,22,Bengaluru,Gujarat,12/05/2024,Headphones,Accessories,2,500,Card,unknown,5,1000,0
269,Jennifer Mitchell,Unknown,150,Bengaluru,Delhi,02-29-2024,Monitor,Electronics,0,500,Cash,Delivered,3,0,1
270,Joanna Alvarado,Male,22,Delhi,unknown,2023-11-17,Headphones,Accessories,0,500,UPI,unknown,4,0,0
271,Stephanie Johnson,Unknown,30,Mumbai,Rajasthan,10/04/2024,Mouse,Accessories,3,29999,UPI,Cancelled,4,89997,0
273,Andre Li,Male,49,Jaipur,Maharashtra,2023-04-26,Headphones,Accessories,1,500,unknown,Pending,8,500,0
274,Edward Skinner,Male,22,Jaipur,Maharashtra,28/04/2023,Printer,Electronics,3,29999,Card,unknown,4,89997,0
275,Jonathan Wilson,Male,150,Bengaluru,Rajasthan,12-13-2023,Mouse,Accessories,0,1499,unknown,Cancelled,4,0,0
276,Kimberly Wallace,M,150,Ahmedabad,Delhi,2024-01-19,Mouse,Accessories,1,599,Card,Delivered,0,599,1
277,Joshua Lopez,M,41,Delhi,Delhi,16/07/2023,Tablet,Electronics,3,599,Card,Cancelled,3,1797,0
278,David Myers,Female,150,Bengaluru,Karnataka,03-24-2024,Monitor,Electronics,2,500,Cash,Delivered,4,1000,1
279,Michael Garcia,Female,-5,unknown,Karnataka,2023-07-17,Phone,Electronics,1,599,Cash,Cancelled,4,599,0
280,Todd Mills,Unknown,150,Delhi,Gujarat,16/03/2024,Printer,Electronics,1,599,Crypto,Delivered,3,599,1
281,Jonathan Smith,Male,-5,Bengaluru,Maharashtra,04-21-2023,Laptop,Electronics,0,500,unknown,unknown,3,0,0
282,Jennifer Wells,Unknown,22,Mumbai,Rajasthan,2023-10-02,Mouse,Accessories,0,1499,Card,Cancelled,8,0,0
283,Brian Reyes,Unknown,-5,Delhi,Rajasthan,21/11/2023,Phone,Electronics,2,599,unknown,Delivered,8,1198,1
284,Daniel Walker,Unknown,30,Jaipur,Rajasthan,11-08-2023,Laptop,Electronics,2,599,Card,unknown,5,1198,0
285,Jennifer Underwood,Female,41,Delhi,Maharashtra,2023-09-22,Monitor,Electronics,1,599,Cash,unknown,3,599,0
286,Kevin Snyder,Unknown,49,Bengaluru,Rajasthan,26/09/2023,Phone,Electronics,0,500,Crypto,Cancelled,3,0,0
287,Susan Weiss,Unknown,30,Mumbai,Rajasthan,03-15-2024,Mouse,unknown,0,599,Card,Delivered,3,0,1
288,Jason Freeman,M,41,Ahmedabad,Delhi,2023-05-06,Laptop,Electronics,2,599,Crypto,unknown,4,1198,0
291,Sandra White,F,41,Bengaluru,Delhi,2023-04-13,Monitor,Electronics,0,29999,Crypto,unknown,4,0,0
292,Ashley Rodriguez,Female,22,Ahmedabad,Rajasthan,06/04/2024,Keyboard,Accessories,2,29999,unknown,Delivered,5,59998,1
293,Michael Johnson,Unknown,22,Delhi,Karnataka,01-24-2024,Printer,Electronics,2,500,unknown,Delivered,4,1000,1
294,Nicholas Dunn,Male,30,Bengaluru,Gujarat,2023-05-24,Phone,Electronics,3,500,unknown,Delivered,0,1500,1
295,Jeremy Gilbert,M,22,Bengaluru,Karnataka,16/09/2023,Mouse,Accessories,1,500,unknown,Pending,4,500,0
296,Kyle Henry,M,41,Mumbai,Gujarat,05-14-2023,unknown,Electronics,3,1499,UPI,Pending,4,4497,0
297,Teresa Morrison,Male,30,Ahmedabad,unknown,2023-02-25,Mouse,Accessories,0,29999,unknown,Delivered,0,0,1
298,Cynthia Brennan,M,41,Ahmedabad,Maharashtra,08/05/2024,Keyboard,Accessories,1,599,Card,Cancelled,0,599,0
299,Kimberly Allen,Female,49,Jaipur,Delhi,04-21-2023,Tablet,Electronics,3,500,Crypto,Delivered,5,1500,1
300,Cynthia Nguyen,Male,-5,Ahmedabad,Karnataka,2024-02-24,Mouse,Accessories,0,1499,UPI,unknown,3,0,0
301,Jose Orr,Male,30,Delhi,Delhi,04/03/2023,Laptop,Electronics,0,29999,unknown,Delivered,0,0,1
302,Luis Mcgrath,Male,22,Delhi,Gujarat,05-13-2023,Phone,Electronics,2,599,Cash,Delivered,3,1198,1
303,Mrs. Morgan Hubbard,F,-5,Ahmedabad,Gujarat,2023-01-26,Mouse,Accessories,1,500,unknown,unknown,4,500,0
304,Julie Weiss DVM,Unknown,41,Ahmedabad,Delhi,20/04/2023,Mouse,Accessories,1,1499,unknown,Cancelled,3,1499,0
305,Christopher English,Male,22,Mumbai,Gujarat,07-30-2023,Headphones,Accessories,2,500,Card,Pending,0,1000,0
307,Clayton Grant,Male,41,Jaipur,Gujarat,13/06/2023,Keyboard,Accessories,0,29999,Crypto,Pending,4,0,0
308,Julie Benson,Unknown,150,Jaipur,Delhi,05-07-2023,Keyboard,Accessories,0,500,Cash,Pending,4,0,0
309,Tanner Baker,Unknown,150,Jaipur,Maharashtra,2023-10-31,Tablet,Electronics,0,1499,Crypto,Pending,8,0,0
310,Natalie Massey,M,22,unknown,Rajasthan,08/06/2023,Mouse,Accessories,1,1499,Crypto,Pending,3,1499,0
311,Michael Carroll,Unknown,150,Delhi,Delhi,09-02-2023,Laptop,Electronics,3,1499,Cash,Delivered,3,4497,1
312,Tommy Hernandez,Male,49,Bengaluru,Maharashtra,2023-10-28,Mouse,Accessories,1,29999,unknown,unknown,0,29999,0
313,Steven Bailey,Unknown,30,Delhi,Gujarat,22/06/2023,Monitor,Electronics,0,29999,Card,Cancelled,4,0,0
314,Sonya Griffin,M,41,Mumbai,Delhi,10-29-2023,Mouse,Accessories,2,599,unknown,unknown,0,1198,0
315,Dana Adams,F,30,Bengaluru,Rajasthan,2023-04-04,Tablet,Electronics,0,1499,Cash,Delivered,4,0,1
316,Claudia Smith,Male,41,Ahmedabad,Rajasthan,13/06/2023,Mouse,Accessories,3,1499,Card,Delivered,5,4497,1
317,Benjamin Griffith,Male,22,Ahmedabad,Gujarat,02-07-2024,Phone,Electronics,0,1499,unknown,unknown,8,0,0
318,James Torres,Male,-5,Bengaluru,Delhi,2023-10-07,Printer,Electronics,2,500,UPI,Delivered,5,1000,1
320,Angela Wheeler,Male,-5,Delhi,Karnataka,06-23-2023,Headphones,Accessories,0,1499,UPI,Delivered,5,0,1
321,Ashley Carson,M,150,Bengaluru,Maharashtra,2024-05-13,Keyboard,Accessories,3,29999,Card,Delivered,3,89997,1
322,Stefanie Bailey,Female,22,Mumbai,Rajasthan,20/10/2023,Headphones,Accessories,0,599,Cash,unknown,4,0,0
324,Joan Burgess,Male,150,Ahmedabad,unknown,2024-04-03,Monitor,Electronics,2,29999,unknown,Cancelled,4,59998,0
325,David Jordan,M,49,Ahmedabad,Maharashtra,23/01/2023,Monitor,Electronics,2,29999,Crypto,Delivered,4,59998,1
326,Vanessa Rodriguez,Male,41,Bengaluru,Gujarat,12-08-2023,Phone,Electronics,0,1499,Crypto,Delivered,8,0,1
327,Joseph Hoffman,F,30,Ahmedabad,Maharashtra,2023-08-03,Headphones,Accessories,1,500,unknown,Delivered,0,500,1
328,William Benjamin,Male,-5,Delhi,Delhi,06/04/2024,Mouse,unknown,2,1499,Card,Delivered,8,2998,1
329,Gina Shah,Female,30,Bengaluru,Maharashtra,12-16-2023,Printer,Electronics,3,599,UPI,unknown,0,1797,0
330,Jimmy Chang,Unknown,150,Ahmedabad,Rajasthan,2023-10-10,Tablet,Electronics,0,500,UPI,unknown,4,0,0
331,Paul Palmer,Male,150,Jaipur,Maharashtra,18/10/2023,Phone,Electronics,0,29999,unknown,Cancelled,8,0,0
332,Stacy Gonzalez,Male,30,Mumbai,Gujarat,09-06-2023,Headphones,Accessories,2,500,UPI,unknown,5,1000,0
333,Rebecca Cervantes,M,41,Mumbai,Rajasthan,2023-05-02,unknown,Electronics,3,29999,Cash,Cancelled,8,89997,0
334,Elizabeth Johnson,Female,30,Mumbai,Gujarat,17/12/2023,Phone,Electronics,3,29999,unknown,unknown,0,89997,0
335,Kristy Brown,M,30,Ahmedabad,Gujarat,02-15-2023,Keyboard,Accessories,0,29999,UPI,Pending,3,0,0
336,Mr. Chad Harrison,Female,150,Bengaluru,Rajasthan,2023-12-30,Printer,Electronics,2,1499,Card,Delivered,4,2998,1
337,Penny Hoffman,Unknown,30,Mumbai,Maharashtra,22/08/2023,Laptop,Electronics,0,500,unknown,Delivered,3,0,1
338,Ruth Harris,F,49,Ahmedabad,Delhi,07-10-2023,Headphones,Accessories,0,29999,Cash,Pending,5,0,0
339,Susan Scott,Unknown,22,Ahmedabad,Rajasthan,2024-03-01,Phone,Electronics,2,1499,Card,Pending,4,2998,0
341,Richard Valencia,Unknown,-5,unknown,Gujarat,11-08-2023,Monitor,Electronics,3,500,Cash,Pending,8,1500,0
342,Amy Gomez,F,22,Jaipur,Karnataka,2023-12-13,Printer,Electronics,3,29999,Cash,Delivered,3,89997,1
343,Monica Sanchez,Unknown,41,Mumbai,Maharashtra,02/02/2023,Tablet,Electronics,3,1499,Card,Pending,3,4497,0
344,Samantha Williams,Female,22,Ahmedabad,Maharashtra,07-26-2023,Tablet,Electronics,3,500,unknown,unknown,3,1500,0
345,Veronica Lopez,Unknown,30,Bengaluru,Gujarat,2023-12-29,Keyboard,Accessories,3,29999,Card,Pending,5,89997,0
346,Stephanie Smith DDS,Unknown,150,Delhi,Maharashtra,30/08/2023,Mouse,Accessories,1,1499,Cash,Pending,5,1499,0
347,Levi Floyd,Unknown,41,Bengaluru,Maharashtra,02-08-2024,Tablet,Electronics,0,599,unknown,Delivered,0,0,1
349,Juan Wright,M,150,Ahmedabad,Delhi,13/04/2023,Tablet,Electronics,3,1499,UPI,unknown,5,4497,0
350,Angela Thomas,Male,22,Ahmedabad,Maharashtra,04-01-2023,Tablet,Electronics,2,1499,Crypto,Pending,8,2998,0
351,Lee Contreras,M,49,Ahmedabad,unknown,2023-03-08,Printer,Electronics,0,500,unknown,Delivered,3,0,1
352,Samantha Roberts,Male,41,Bengaluru,Delhi,13/04/2023,Tablet,Electronics,1,599,unknown,Pending,4,599,0
353,Abigail Steele,Unknown,30,Jaipur,Gujarat,03-25-2024,Tablet,Electronics,0,29999,Card,Delivered,3,0,1
354,James Moore,M,150,Bengaluru,Karnataka,2024-04-30,Monitor,Electronics,3,500,unknown,Pending,5,1500,0
355,Douglas Ross,Female,-5,Jaipur,Delhi,03/07/2023,Keyboard,Accessories,2,1499,Card,Delivered,0,2998,1
356,Craig Burton,Unknown,22,Ahmedabad,Maharashtra,03-28-2023,Phone,Electronics,0,599,Crypto,Delivered,3,0,1
358,Taylor Stevens,Male,41,Ahmedabad,Rajasthan,20/03/2023,Keyboard,Accessories,0,29999,Crypto,Pending,8,0,0
359,Wendy Johnson,Unknown,22,Jaipur,Gujarat,09-19-2023,Phone,Electronics,2,1499,Cash,Pending,5,2998,0
360,Sarah Mullins,Female,22,Bengaluru,Gujarat,2023-07-29,Monitor,Electronics,2,500,Cash,Pending,3,1000,0
361,Sara Wilson,Male,150,Ahmedabad,Delhi,10/12/2023,Phone,Electronics,1,599,unknown,Delivered,3,599,1
362,Joshua Jones,M,41,Mumbai,Gujarat,11-26-2023,Keyboard,Accessories,1,599,Card,Delivered,5,599,1
363,Alexandria Costa,M,22,Jaipur,Rajasthan,2024-02-15,Tablet,Electronics,1,1499,unknown,Pending,5,1499,0
364,Beth Sanders,F,49,Mumbai,Rajasthan,02/04/2024,Headphones,Accessories,3,29999,Card,Delivered,8,89997,1
365,Andrew Hodge,Unknown,-5,Ahmedabad,Gujarat,05-07-2024,Headphones,Accessories,2,599,Card,Delivered,4,1198,1
366,Zachary Adkins,F,-5,Delhi,Karnataka,2023-08-02,Headphones,Accessories,0,29999,Crypto,Delivered,4,0,1
367,Joseph Rodriguez,Male,-5,Ahmedabad,Rajasthan,16/04/2024,Headphones,Accessories,1,29999,unknown,Cancelled,3,29999,0
368,Deanna Park,Unknown,150,Bengaluru,Karnataka,03-20-2024,Keyboard,Accessories,1,500,unknown,Pending,8,500,0
369,Carrie Martinez MD,Female,150,Bengaluru,Rajasthan,2023-12-06,Printer,unknown,1,1499,Crypto,unknown,8,1499,0
370,Ashley Fowler,Unknown,30,Mumbai,Maharashtra,08/02/2023,unknown,Accessories,1,1499,Crypto,unknown,8,1499,0
371,Dr. Jessica Huang,M,150,Ahmedabad,Rajasthan,02-10-2023,Headphones,Accessories,0,500,Cash,Delivered,8,0,1
372,Mr. Jeremy Williams PhD,Male,-5,unknown,Gujarat,2023-12-01,Laptop,Electronics,1,599,UPI,Cancelled,0,599,0
373,Marvin Pope,Unknown,41,Jaipur,Delhi,16/04/2023,Headphones,Accessories,0,29999,Crypto,unknown,5,0,0
375,Elijah Rodriguez,M,30,Ahmedabad,Rajasthan,2024-04-04,Mouse,Accessories,3,1499,Card,Delivered,8,4497,1
376,Jennifer Garcia,Unknown,22,Ahmedabad,Rajasthan,23/08/2023,Keyboard,Accessories,0,599,unknown,unknown,0,0,0
378,Heather Banks,Female,22,Ahmedabad,unknown,2023-12-21,Mouse,Accessories,0,29999,Crypto,unknown,8,0,0
379,Wendy Harris,Unknown,-5,Mumbai,Maharashtra,13/04/2024,Keyboard,Accessories,0,1499,Card,unknown,0,0,0
380,Mr. Allen Wright,F,41,Bengaluru,Delhi,03-29-2024,Monitor,Electronics,2,1499,Crypto,Cancelled,3,2998,0
381,Timothy Hill,Female,150,Bengaluru,Maharashtra,2023-06-26,Mouse,Accessories,1,29999,Crypto,unknown,0,29999,0
382,Lacey Wright,F,41,Ahmedabad,Rajasthan,27/04/2024,Printer,Electronics,0,599,UPI,unknown,4,0,0
383,Nicholas Herrera,Female,41,Delhi,Maharashtra,12-10-2023,Laptop,Electronics,3,1499,UPI,Cancelled,4,4497,0
384,Kelly Cummings,M,22,Bengaluru,Karnataka,2023-01-17,Tablet,Electronics,2,500,Card,Cancelled,3,1000,0
385,Mark Lane,Unknown,150,Jaipur,Rajasthan,18/07/2023,Printer,Electronics,3,1499,Crypto,unknown,4,4497,0
386,Beth Brown,F,150,Bengaluru,Delhi,12-27-2023,Tablet,Electronics,2,29999,unknown,Pending,3,59998,0
387,Brianna Parks,F,22,Ahmedabad,Rajasthan,2024-05-07,Mouse,Accessories,0,29999,Crypto,Cancelled,4,0,0
388,Ann Crawford,Male,41,Ahmedabad,Delhi,27/10/2023,Monitor,Electronics,1,1499,Cash,Delivered,0,1499,1
389,Shirley Sparks,F,150,Mumbai,Rajasthan,06-04-2023,Headphones,Accessories,3,1499,Card,Delivered,0,4497,1
390,Julian Peterson,Male,49,Mumbai,Delhi,2023-08-01,Printer,Electronics,2,29999,Cash,Cancelled,5,59998,0
392,Megan Reynolds,M,22,Ahmedabad,Maharashtra,03-29-2024,Tablet,Electronics,0,29999,UPI,Cancelled,0,0,0
393,Allison Avila,Male,41,Delhi,Maharashtra,2023-08-17,Headphones,Accessories,0,599,UPI,Pending,0,0,0
394,Philip Sampson,Female,30,Ahmedabad,Rajasthan,04/01/2023,Phone,Electronics,2,500,unknown,Delivered,4,1000,1
395,Cody Charles,Male,22,Jaipur,Rajasthan,08-24-2023,Tablet,Electronics,2,29999,Crypto,Delivered,0,59998,1
396,Erika Carroll,M,-5,Ahmedabad,Gujarat,2024-04-11,Monitor,Electronics,0,29999,UPI,unknown,3,0,0
397,Anthony Schmidt,F,22,Jaipur,Maharashtra,04/01/2023,Phone,Electronics,0,599,Cash,Cancelled,0,0,0
398,Crystal Diaz,M,-5,Jaipur,Gujarat,05-25-2023,Headphones,Accessories,2,1499,Card,unknown,0,2998,0
399,Kara Riggs,Unknown,41,Jaipur,Karnataka,2024-05-06,Mouse,Accessories,0,1499,UPI,Delivered,3,0,1
400,Mary Spencer,F,150,Jaipur,Maharashtra,21/10/2023,Printer,Electronics,2,29999,Card,unknown,0,59998,0
401,Sean Simon,Female,150,Mumbai,Delhi,03-24-2023,Mouse,Accessories,1,1499,unknown,Delivered,0,1499,1
402,Ethan Romero,Unknown,22,Mumbai,Rajasthan,2023-11-27,Phone,Electronics,2,500,Cash,Cancelled,4,1000,0
403,Jesus Jackson,Male,49,unknown,Maharashtra,02/12/2023,Keyboard,Accessories,0,599,Card,Cancelled,8,0,0
404,Eric Oneill,F,30,Bengaluru,Karnataka,06-18-2023,Monitor,Electronics,3,29999,unknown,Pending,3,89997,0
405,Melissa Lopez,M,41,Mumbai,unknown,2023-05-07,Keyboard,Accessories,2,29999,unknown,unknown,8,59998,0
407,Victoria Williams,Male,22,Bengaluru,Rajasthan,05-15-2023,unknown,Electronics,0,500,Crypto,Pending,3,0,0
409,Jennifer Spencer,Unknown,150,Jaipur,Delhi,16/02/2023,Printer,Electronics,0,1499,Crypto,Pending,8,0,0
410,Michelle Olson DDS,M,41,Jaipur,Delhi,04-02-2023,Mouse,unknown,0,1499,UPI,Cancelled,5,0,0
411,Christine Smith,F,41,Ahmedabad,Gujarat,2023-01-22,Keyboard,Accessories,0,599,UPI,Cancelled,3,0,0
412,Tammy Cantrell,Unknown,150,Bengaluru,Karnataka,10/05/2024,Monitor,Electronics,2,500,unknown,unknown,5,1000,0
413,William Garcia,F,41,Ahmedabad,Delhi,12-01-2023,Phone,Electronics,0,500,Cash,Cancelled,8,0,0
414,John Bryant,F,30,Ahmedabad,Delhi,2024-03-30,Laptop,Electronics,2,599,Crypto,Cancelled,4,1198,0
415,Colin Mathews,Unknown,150,Jaipur,Delhi,06/04/2023,Mouse,Accessories,0,29999,unknown,Delivered,8,0,1
416,Dr. Edwin Wyatt,Female,49,Bengaluru,Delhi,09-03-2023,Headphones,Accessories,0,599,Card,Delivered,4,0,1
417,Larry Long,Female,150,Jaipur,Karnataka,2023-10-31,Mouse,Accessories,2,599,Card,Cancelled,4,1198,0
418,Benjamin Lee,F,150,Jaipur,Maharashtra,05/05/2024,Printer,Electronics,1,1499,unknown,unknown,3,1499,0
419,April Crane,M,150,Delhi,Karnataka,03-29-2023,Keyboard,Accessories,2,29999,Card,Cancelled,8,59998,0
420,Heather Rhodes,Female,-5,Ahmedabad,Delhi,2023-10-30,Phone,Electronics,1,599,Card,unknown,4,599,0
421,Ryan Henderson,M,150,Bengaluru,Rajasthan,19/02/2023,Mouse,Accessories,0,599,UPI,unknown,4,0,0
422,Robert Hernandez,M,150,Ahmedabad,Maharashtra,10-04-2023,Laptop,Electronics,1,500,Card,unknown,8,500,0
423,Anthony Bass,M,30,Mumbai,Gujarat,2023-10-29,Phone,Electronics,2,599,Cash,unknown,5,1198,0
424,Charles Gallegos,F,150,Jaipur,Karnataka,03/01/2023,Laptop,Electronics,1,500,unknown,Pending,5,500,0
426,John Copeland,Female,-5,Bengaluru,Karnataka,2023-12-15,Printer,Electronics,0,1499,Cash,unknown,5,0,0
427,Jennifer Phillips,M,30,Jaipur,Delhi,23/10/2023,Tablet,Electronics,0,1499,UPI,Pending,0,0,0
428,Steven Davis,F,150,Jaipur,Delhi,02-07-2024,Tablet,Electronics,0,599,UPI,Pending,8,0,0
429,Ryan Peterson,Male,49,Mumbai,Delhi,2023-08-11,Phone,Electronics,3,599,Crypto,Delivered,8,1797,1
430,Luke Webster,F,22,Delhi,Gujarat,11/11/2023,Monitor,Electronics,0,599,Card,Cancelled,4,0,0
431,Paul Sullivan,F,30,Jaipur,Maharashtra,02-06-2024,Keyboard,Accessories,2,599,Card,Delivered,5,1198,1
432,Glenn Walls,M,150,Delhi,unknown,2023-06-30,Printer,Electronics,0,599,unknown,Delivered,3,0,1
433,Patricia Holmes,Unknown,41,Delhi,Karnataka,26/05/2023,Tablet,Electronics,2,500,unknown,Delivered,5,1000,1
434,Lauren Kent,F,22,unknown,Karnataka,07-28-2023,Phone,Electronics,3,29999,UPI,Cancelled,0,89997,0
436,Timothy Wright,Unknown,22,Ahmedabad,Delhi,04/09/2023,Phone,Electronics,2,29999,unknown,Cancelled,0,59998,0
437,Miss Patricia Martin DVM,Female,41,Jaipur,Gujarat,01-05-2023,Monitor,Electronics,3,599,Crypto,Pending,3,1797,0
438,Brandon Salas,Female,150,Mumbai,Delhi,2023-06-10,Tablet,Electronics,2,500,unknown,Pending,4,1000,0
439,Robert Pena,Female,30,Delhi,Delhi,04/05/2023,Monitor,Electronics,0,29999,Card,Delivered,3,0,1
440,Nicole Lewis,F,22,Bengaluru,Rajasthan,12-13-2023,Headphones,Accessories,0,29999,Crypto,Cancelled,8,0,0
441,Destiny Patton,M,30,Bengaluru,Maharashtra,2024-03-20,Monitor,Electronics,0,1499,Crypto,Pending,3,0,0
443,Jennifer Kelley,Unknown,22,Jaipur,Delhi,12-24-2023,Headphones,Accessories,0,599,Cash,Cancelled,0,0,0
444,Kenneth Good,Female,41,Ahmedabad,Karnataka,2023-04-06,unknown,Electronics,3,29999,Card,unknown,8,89997,0
445,Joshua Flowers,Unknown,-5,Mumbai,Gujarat,03/08/2023,Tablet,Electronics,2,1499,Crypto,Pending,3,2998,0
446,Claire Farrell,F,-5,Ahmedabad,Delhi,05-19-2023,Keyboard,Accessories,2,1499,unknown,Delivered,4,2998,1
447,Dean Parker,F,150,Mumbai,Gujarat,2023-09-13,Mouse,Accessories,3,29999,Crypto,Delivered,8,89997,1
448,Amanda Grimes,Male,30,Mumbai,Gujarat,20/12/2023,Mouse,Accessories,1,500,unknown,Cancelled,5,500,0
449,Edward Franklin,Unknown,22,Ahmedabad,Rajasthan,07-04-2023,Monitor,Electronics,3,1499,Crypto,Pending,5,4497,0
450,Tammy Smith,M,22,Ahmedabad,Karnataka,2023-06-16,Headphones,Accessories,3,500,unknown,Pending,4,1500,0
451,Brittany Barton,M,150,Bengaluru,Gujarat,18/02/2024,Tablet,unknown,1,599,Card,Cancelled,4,599,0
452,Katherine Barnes,Unknown,150,Ahmedabad,Maharashtra,06-12-2023,Monitor,Electronics,0,29999,unknown,unknown,8,0,0
453,Jason Roberts,Female,30,Mumbai,Rajasthan,2023-04-05,Laptop,Electronics,2,1499,unknown,Delivered,3,2998,1
454,Justin Decker,F,22,Jaipur,Gujarat,24/04/2024,Headphones,Accessories,0,599,UPI,Cancelled,0,0,0
455,Sarah Moore DVM,Unknown,49,Delhi,Delhi,02-13-2023,Printer,Electronics,3,500,unknown,Pending,4,1500,0
456,Jack Brown,Male,22,Mumbai,Maharashtra,2024-03-05,Mouse,Accessories,0,500,Crypto,Cancelled,3,0,0
457,Alexander Roman,F,30,Bengaluru,Karnataka,16/08/2023,Mouse,Accessories,0,500,Crypto,Cancelled,5,0,0
458,Sherri Foster,Male,-5,Mumbai,Maharashtra,10-04-2023,Keyboard,Accessories,0,29999,Card,Cancelled,3,0,0
460,Jennifer Houston,Unknown,150,Delhi,Rajasthan,05/01/2023,Printer,Electronics,0,29999,Card,unknown,0,0,0
461,Joseph Baker,Female,-5,Ahmedabad,Delhi,07-22-2023,Keyboard,Accessories,3,599,unknown,Pending,0,1797,0
462,Timothy Quinn,Unknown,150,Mumbai,Gujarat,2024-02-18,Monitor,Electronics,2,599,Card,Pending,5,1198,0
463,Brandon Monroe,F,-5,Mumbai,Karnataka,23/11/2023,Headphones,Accessories,0,1499,Cash,Delivered,4,0,1
465,Christine Cook,M,30,unknown,Maharashtra,2023-03-19,Laptop,Electronics,0,29999,unknown,Cancelled,8,0,0
466,Jennifer Moran,Unknown,22,Delhi,Rajasthan,10/02/2024,Laptop,Electronics,3,500,UPI,unknown,4,1500,0
467,Erik Nixon,M,22,Jaipur,Delhi,04-03-2024,Monitor,Electronics,0,500,Card,Delivered,4,0,1
468,Sarah Lopez,F,49,Delhi,Gujarat,2024-01-12,Phone,Electronics,0,29999,Cash,Pending,3,0,0
469,Alexander Lewis,Unknown,-5,Mumbai,Delhi,24/04/2024,Phone,Electronics,3,599,unknown,Pending,3,1797,0
470,Chloe Morales,Unknown,22,Delhi,Maharashtra,11-21-2023,Printer,Electronics,0,599,unknown,Pending,3,0,0
471,Sarah Griffin,F,30,Mumbai,Rajasthan,2023-10-25,Headphones,Accessories,2,1499,unknown,Delivered,0,2998,1
472,Jasmine Burns,Male,41,Delhi,Karnataka,21/04/2024,Laptop,Electronics,1,1499,unknown,Pending,5,1499,0
